,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,class
19655,37,3,1,3,1,2,0,0,8,4,481,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19656,46,9,1,5,1,0,0,0,8,4,166,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19657,54,6,1,2,1,2,0,0,8,4,429,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,yes
19658,57,0,2,6,0,0,0,0,8,4,105,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19659,48,0,2,6,0,2,0,0,8,4,408,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19660,50,1,1,0,0,2,0,0,8,4,198,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19661,48,1,1,0,1,0,2,0,8,4,180,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19662,50,2,1,5,0,2,2,0,8,4,184,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19663,41,0,0,6,0,2,0,0,8,4,339,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19664,51,9,1,5,0,2,0,0,8,4,291,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19665,32,0,1,3,0,2,0,0,8,4,117,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19666,42,0,1,6,0,2,0,0,8,4,162,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19667,39,4,1,3,0,0,0,0,8,4,402,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19668,47,0,0,6,0,0,0,0,8,4,235,7,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19669,36,0,1,3,1,0,0,0,8,4,324,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19670,32,0,1,3,0,0,0,0,8,4,876,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,yes
19671,48,0,1,6,0,2,0,0,8,4,321,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19672,35,9,1,5,0,0,0,0,8,4,72,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19673,50,1,1,2,0,0,0,0,8,4,524,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19674,30,0,2,6,0,0,0,0,8,4,122,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19675,31,3,1,0,0,0,0,0,8,4,235,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19676,31,3,1,0,0,2,0,0,8,4,248,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19677,48,9,1,6,1,2,0,0,8,4,409,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19678,48,1,1,7,1,1,1,0,8,4,642,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19679,50,0,1,2,0,2,0,0,8,4,61,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19680,50,0,1,2,0,0,0,0,8,4,84,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19681,55,5,1,5,0,2,0,0,8,4,181,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19682,34,0,2,6,0,2,0,0,8,4,1934,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19683,52,9,1,5,0,2,0,0,8,4,88,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19684,38,9,1,3,0,2,0,0,8,4,452,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19685,45,0,1,2,0,0,0,0,8,4,524,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19686,56,9,1,5,0,2,0,0,8,4,124,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19687,42,0,1,6,1,2,0,0,8,4,51,7,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19688,52,9,2,5,0,2,0,0,8,4,365,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19689,39,4,1,3,0,0,0,0,8,4,82,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19690,48,1,1,0,1,0,0,0,8,4,90,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19691,60,5,1,5,0,2,0,0,8,4,448,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19692,32,0,0,6,0,2,0,1,8,4,262,7,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19693,48,1,1,0,1,0,2,0,8,4,37,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19694,39,0,1,6,0,2,0,0,8,4,217,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19695,40,0,2,6,0,2,0,0,8,4,123,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19696,34,9,2,6,0,2,0,0,8,4,336,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19697,55,0,1,7,1,2,0,0,8,4,197,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19698,44,6,1,6,0,0,0,0,8,4,242,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19699,45,1,1,2,0,2,0,0,8,4,773,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,yes
19700,49,9,1,5,1,2,0,0,8,4,142,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19701,58,10,1,5,1,2,0,0,8,4,147,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19702,34,0,2,6,0,0,0,0,8,4,161,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19703,30,0,2,6,0,0,0,0,8,4,1336,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,yes
19704,45,1,1,3,1,0,0,0,8,4,124,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19705,56,0,1,6,0,0,2,0,8,4,260,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19706,48,1,1,0,1,2,2,0,8,4,111,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19707,48,1,1,0,1,0,2,0,8,4,96,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19708,58,10,1,5,1,2,0,0,8,4,191,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19709,50,2,1,5,1,2,0,0,8,4,293,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19710,44,6,1,6,0,0,0,0,8,4,107,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19711,37,3,1,3,1,0,2,0,8,4,534,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19712,51,9,0,5,0,2,0,0,8,4,158,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19713,38,3,1,1,0,2,0,0,8,4,256,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19714,58,10,1,5,1,0,0,0,8,4,123,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19715,34,0,2,6,0,2,0,0,8,4,259,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19716,31,0,2,6,0,0,2,0,8,4,173,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19717,30,9,2,5,0,2,0,0,8,4,452,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,yes
19718,36,0,1,3,1,2,2,0,8,4,163,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19719,45,9,1,6,0,0,0,1,8,4,430,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19720,32,0,1,6,0,0,0,0,8,4,258,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19721,45,1,1,0,0,2,2,0,8,4,163,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19722,31,9,1,6,0,2,2,0,8,4,265,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19723,38,4,1,6,0,2,0,1,8,4,35,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19724,38,0,1,6,0,2,0,0,8,4,191,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19725,30,0,2,6,0,0,0,0,8,4,152,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19726,30,9,2,5,0,2,0,0,8,4,93,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19727,34,9,2,6,0,2,0,0,8,4,385,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19728,59,10,1,5,0,0,0,0,8,4,82,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19729,31,0,1,6,0,0,0,0,8,4,112,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19730,34,0,2,6,0,2,0,0,8,4,419,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19731,56,0,1,0,0,0,0,0,8,4,82,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19732,30,0,1,3,0,0,0,0,8,4,390,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19733,30,0,2,6,0,0,2,0,8,4,185,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19734,46,7,1,1,0,2,0,0,8,4,160,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19735,51,0,0,6,0,2,0,0,8,4,218,6,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19736,46,9,1,5,1,2,0,0,8,4,721,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,no
19737,34,0,1,6,0,2,0,0,8,5,201,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19738,39,4,1,3,0,0,0,0,8,5,215,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19739,47,9,1,3,1,2,0,0,8,5,152,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19740,33,6,1,6,0,0,0,0,8,5,36,7,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19741,44,1,1,5,0,0,0,0,8,5,90,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19742,33,9,2,5,0,0,0,0,8,5,94,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19743,51,1,1,0,1,2,0,0,8,5,174,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19744,51,1,1,0,1,0,0,0,8,5,153,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19745,51,1,1,0,1,0,0,0,8,5,116,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19746,42,0,1,6,0,2,0,0,8,5,231,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19747,51,1,1,0,1,2,2,0,8,5,129,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19748,31,9,2,5,0,0,0,0,8,5,193,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19749,31,2,1,6,0,2,0,0,8,5,138,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19750,31,2,1,6,0,0,0,0,8,5,188,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19751,34,0,2,6,0,2,2,0,8,5,191,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19752,50,2,1,5,1,2,0,0,8,5,1306,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19753,35,9,1,3,0,0,0,1,8,5,243,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19754,31,0,1,6,0,0,2,0,8,5,96,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19755,37,9,1,5,0,0,0,0,8,5,188,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19756,31,0,1,5,1,2,0,0,8,5,126,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19757,38,9,0,5,0,2,0,0,8,5,130,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19758,33,0,1,6,0,0,0,0,8,5,58,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19759,38,9,0,5,0,2,0,0,8,5,117,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19760,32,0,1,3,0,0,0,0,8,5,52,8,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19761,38,9,0,5,0,2,0,0,8,5,550,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19762,47,7,1,3,0,0,0,0,8,5,130,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19763,57,0,1,6,1,2,0,0,8,5,161,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19764,51,9,0,5,0,0,2,0,8,5,50,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19765,50,10,1,5,1,0,0,0,8,5,135,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19766,36,9,0,6,0,2,0,0,8,5,207,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19767,50,10,1,5,1,2,0,0,8,5,133,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19768,57,5,1,5,0,2,0,0,8,5,282,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19769,33,9,1,3,1,0,0,0,8,5,442,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19770,35,0,2,6,0,2,0,0,8,5,299,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19771,47,6,1,2,0,2,0,0,8,5,146,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19772,33,3,1,2,0,2,0,0,8,5,147,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19773,51,9,1,6,1,0,0,0,8,5,82,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19774,34,9,1,5,0,2,0,0,8,5,31,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19775,31,0,2,6,0,2,0,0,8,5,292,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19776,34,9,1,5,0,0,0,0,8,5,161,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19777,52,1,1,3,0,0,0,0,8,5,161,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19778,46,2,1,2,0,0,0,0,8,5,169,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19779,51,1,1,0,1,2,0,0,8,5,207,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19780,51,1,1,0,1,2,0,0,8,5,205,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19781,38,4,1,6,0,2,0,0,8,5,102,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19782,47,0,1,3,0,2,0,0,8,5,106,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19783,45,9,1,3,0,2,2,0,8,5,243,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19784,30,0,2,6,0,0,0,0,8,5,60,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19785,58,5,1,3,0,2,0,0,8,5,166,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19786,47,7,1,3,0,2,0,0,8,5,207,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19787,34,0,1,6,0,2,0,0,8,5,193,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19788,54,1,1,2,0,2,0,0,8,5,129,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19789,47,7,1,3,0,2,2,0,8,5,502,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19790,39,9,1,5,1,0,0,0,8,5,49,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19791,30,9,2,5,0,2,0,0,8,5,126,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19792,39,4,1,6,0,0,0,0,8,5,31,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19793,39,4,1,6,0,0,0,0,8,5,155,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19794,31,9,1,5,1,0,0,0,8,5,93,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19795,44,0,0,6,0,0,0,0,8,5,85,6,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19796,51,0,0,3,0,0,0,0,8,5,215,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19797,53,9,0,5,0,0,0,0,8,5,75,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19798,30,0,2,6,0,2,0,0,8,5,118,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19799,45,1,1,0,1,0,0,0,8,5,191,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19800,38,0,1,6,0,0,0,0,8,5,111,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19801,56,3,1,0,1,0,0,0,8,5,87,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19802,51,1,1,0,1,0,0,0,8,5,102,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19803,44,4,1,6,0,0,0,0,8,5,261,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19804,40,9,2,6,0,2,2,0,8,5,150,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19805,36,1,1,5,0,0,0,0,8,5,258,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19806,51,7,1,3,0,2,0,0,8,5,241,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19807,36,9,1,5,0,0,0,0,8,5,94,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19808,48,9,1,6,1,0,0,0,8,5,109,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19809,47,6,1,2,0,2,0,0,8,5,97,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19810,45,1,1,0,1,2,0,0,8,5,994,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19811,57,9,1,3,1,0,2,0,8,5,257,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19812,38,0,1,6,0,2,0,0,8,5,175,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19813,44,0,2,6,0,0,0,0,8,5,112,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19814,36,0,1,5,0,0,0,0,8,5,75,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19815,36,0,1,5,0,0,0,0,8,5,172,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19816,44,4,1,3,1,2,0,0,8,5,41,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19817,36,0,1,6,1,0,0,0,8,5,169,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19818,32,9,1,6,0,0,0,0,8,5,198,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19819,56,9,0,5,0,2,0,0,8,5,151,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19820,45,1,1,0,0,0,0,0,8,5,507,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19821,36,9,1,5,0,2,0,0,8,5,197,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19822,33,0,1,5,0,2,0,0,8,5,130,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19823,44,0,2,6,0,0,0,0,8,5,84,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19824,32,6,2,6,0,2,0,0,8,5,118,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19825,38,0,2,6,1,0,0,0,8,5,257,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19826,57,9,1,3,1,0,0,0,8,5,784,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19827,37,0,2,6,0,0,0,0,8,5,89,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19828,31,3,1,0,0,0,0,0,8,5,172,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19829,49,0,1,3,0,0,0,0,8,5,151,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19830,49,0,1,3,0,2,0,0,8,5,183,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19831,50,1,1,0,1,2,0,0,8,5,80,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19832,34,0,1,6,0,2,0,0,8,5,80,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19833,37,0,1,3,1,0,0,0,8,5,45,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19834,50,1,1,0,1,2,0,0,8,5,249,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19835,36,0,2,6,0,2,0,0,8,5,472,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19836,32,0,1,6,1,2,0,0,8,5,150,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19837,45,0,1,3,1,2,2,0,8,5,111,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19838,32,0,1,6,1,0,0,0,8,5,298,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19839,29,9,2,3,0,0,0,0,8,5,31,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19840,42,0,2,6,0,0,0,0,8,5,353,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19841,36,9,1,5,1,0,0,0,8,5,201,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19842,29,9,2,3,0,0,0,0,8,5,104,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19843,33,0,1,6,0,1,1,0,8,5,74,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19844,46,0,1,5,0,2,0,0,8,5,75,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19845,35,3,1,6,1,0,2,0,8,5,189,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19846,46,0,1,5,0,0,0,0,8,5,385,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19847,32,0,2,6,0,2,0,0,8,5,233,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19848,58,0,1,6,0,2,0,0,8,5,124,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19849,47,2,1,3,0,1,1,0,8,5,86,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19850,50,7,1,0,0,0,0,0,8,5,95,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19851,44,7,1,3,1,2,2,0,8,5,34,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19852,44,7,1,3,1,2,2,0,8,5,324,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19853,29,0,2,6,1,0,0,0,8,5,88,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19854,29,0,2,6,1,2,0,0,8,5,156,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19855,29,0,2,6,1,2,0,0,8,5,124,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19856,29,0,2,6,1,2,0,0,8,5,163,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19857,30,0,2,6,0,0,0,0,8,5,235,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19858,49,9,1,5,1,1,1,0,8,5,254,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19859,30,0,0,6,0,1,1,0,8,5,316,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19860,52,1,1,0,0,0,0,0,8,5,151,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19861,52,1,1,0,0,0,0,0,8,5,109,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19862,52,1,1,2,0,0,0,0,8,5,809,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19863,60,0,1,6,0,2,2,0,8,5,138,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19864,29,9,1,5,0,2,0,0,8,5,112,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19865,29,9,1,5,0,2,0,0,8,5,94,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19866,35,0,1,6,1,0,0,0,8,5,70,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19867,46,0,1,3,1,0,0,0,8,5,49,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19868,53,1,1,0,1,0,0,0,8,5,523,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19869,39,4,1,6,0,0,0,0,8,5,108,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19870,42,9,1,6,0,0,0,0,8,5,321,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19871,39,4,1,6,0,0,0,0,8,5,224,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19872,54,6,1,5,0,0,0,0,8,5,309,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19873,47,0,1,2,0,0,0,0,8,5,177,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19874,47,0,1,2,0,2,0,0,8,5,109,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19875,55,0,1,5,0,2,0,0,8,5,348,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19876,50,1,1,1,0,2,0,0,8,5,433,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19877,36,9,1,6,0,2,0,0,8,5,124,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19878,36,9,1,6,0,2,0,0,8,5,167,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19879,36,9,1,6,0,1,1,0,8,5,248,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19880,42,9,1,6,0,2,0,0,8,5,103,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19881,35,0,1,6,0,2,0,0,8,5,417,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19882,33,0,1,6,0,2,0,0,8,5,111,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19883,40,0,1,6,0,0,2,0,8,5,200,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19884,34,9,1,5,0,2,0,0,8,5,189,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19885,34,9,1,5,0,2,0,0,8,5,201,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19886,34,9,1,5,0,2,0,0,8,5,50,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19887,54,0,1,3,0,2,0,0,8,5,107,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19888,34,9,1,5,0,0,0,0,8,5,192,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19889,29,0,2,6,1,0,0,0,8,5,521,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19890,51,3,1,0,1,0,0,0,8,5,253,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19891,52,0,0,6,1,2,0,0,8,5,172,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19892,31,9,1,5,0,0,0,0,8,5,63,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19893,37,9,1,5,0,2,0,0,8,5,73,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19894,40,9,1,3,0,2,0,0,8,5,419,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
19895,34,9,1,5,0,0,2,0,8,5,118,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19896,53,1,1,0,1,2,0,0,8,5,169,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
19897,29,0,2,6,1,2,0,0,8,5,142,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,no
